Season (raw),Hero (raw),Role (raw),Assists (raw),Assists - Most in Game (raw),Critical Hit Damage (raw),Critical Hit Damage - Most in Game (raw),Critical Hit Kills (raw),Critical Hit Kills - Most in Game (raw),Critical Hits (raw),Critical Hits - Most in Game (raw),Critical Hits - Most in Life (raw),Damage Done (raw),Damage Done - Most in Game (raw),Damage Done - Most in Life (raw),Deaths (raw),Defensive Assists (raw),Defensive Assists - Most in Game (raw),Eliminations (raw),Eliminations - Most in Game (raw),Eliminations - Most in Life (raw),Final Blows (raw),Final Blows - Most in Game (raw),Games Played (raw),Games Tied (raw),Games Won (raw),Healing Accuracy - Best in Game (raw),Healing Done (raw),Healing Done - Most in Game (raw),Hero Damage Done (raw),Hero Damage Done - Most in Game (raw),Hero Damage Done - Most in Life (raw),Hero Wins (raw),Kill Streak - Best (raw),Melee Kills (raw),Obj Contest Time (raw),Obj Contest Time - Most in Game (raw),Objective Kills (raw),Objective Kills - Most in Game (raw),Objective Time (raw),Objective Time - Most in Game (raw),Offensive Assists (raw),Offensive Assists - Most in Game (raw),Scoped Accuracy - Best in Game (raw),Scoped Critical Hit Kills (raw),Scoped Critical Hits (raw),Scoped Critical Hits - Most in Game (raw),Self Healing (raw),Self Healing - Most in Game (raw),Solo Kills (raw),Solo Kills - Most in Game (raw),Time Played (raw),Time Spent on Fire (raw),Time Spent on Fire - Most in Game (raw),Ultimate Damage (raw),Weapon Accuracy - Best in Game (raw)
Season 15,Lúcio,Support,13,11,0,0,0,0,15,6,4,"6,202","3,309","1,986",5,19,10,21,12,8,8,4,2,0,2,0,"10,727","5,182","4,166","1,922","1,538",2,8,0,60,42,9,7,101,54,11,7,0,0,0,0,"2,209","1,249",0,0,796,130,33,0,0
Season 15,Mei,Damage,140,20,0,0,0,0,0,0,0,"322,514","46,356","17,842",59,0,0,218,33,10,78,12,9,0,4,0,"11,828","1,674","92,121","12,998","4,487",4,10,0,466,108,98,15,"1,151",253,90,20,0,0,0,0,"11,828","1,674",4,2,"6,366","1,276",59,0,1
Season 15,Mercy,Support,3,14,0,0,0,0,8,4,4,830,400,320,14,21,13,3,2,2,0,0,2,0,0,0,"14,951","4,499",750,320,320,0,2,0,12,5,0,0,117,74,7,5,0,0,0,0,"1,224",530,0,0,"1,129",89,20,0,1
Season 15,Moira,Support,88,21,0,0,0,0,0,0,0,"37,481","13,207","3,106",34,120,26,124,29,13,36,10,6,0,3,0,"61,568","17,318","34,991","12,305","2,893",3,13,0,352,185,53,17,519,185,0,0,0,0,0,0,"9,638","3,501",5,3,"3,622",615,46,0,0
Season 15,Pharah,Damage,65,5,0,0,0,0,0,0,0,"82,492","10,221","5,438",46,0,0,144,20,11,78,13,6,0,4,0,0,0,"67,189","8,419","4,266",4,11,0,101,42,26,4,444,93,0,0,0,0,0,0,0,0,20,3,"4,207",703,40,0,1
Season 15,Ramattra,Tank,101,7,0,0,6,1,"1,261",233,97,"129,113","25,440","9,925",45,0,0,180,30,17,79,20,6,0,3,0,"2,815",631,"107,880","18,614","6,971",3,17,0,493,96,66,14,"1,078",263,27,7,0,0,0,0,0,0,7,3,"4,767","1,176",51,0,0
Season 15,Reaper,Damage,32,0,0,0,7,3,548,214,117,"30,166","7,530","5,739",15,0,0,54,18,11,22,10,3,0,1,0,"4,706","1,763","22,642","6,765","3,653",1,11,0,79,29,15,4,132,29,0,0,0,0,0,0,"4,706","1,763",5,3,"1,720",305,31,0,0
Season 15,Reinhardt,Tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Season 15,Roadhog,Tank,1,1,0,0,0,0,27,27,26,"3,682","3,682","3,539",2,0,0,2,2,2,1,1,0,0,0,0,"2,535","2,535","2,891","2,891","2,748",0,2,0,46,46,1,1,46,46,1,1,0,0,0,0,"2,535","2,535",0,0,215,27,27,0,0
Season 15,Sigma,Tank,42,3,0,0,0,0,0,0,0,"73,206","17,513","10,921",25,0,0,87,19,14,45,12,4,0,2,0,0,0,"58,517","12,354","7,688",2,14,0,188,58,30,12,444,185,12,0,0,0,0,0,0,0,2,1,"2,998",665,69,0,1
Season 15,Sojourn,Damage,539,1,0,0,55,4,"3,779",144,66,"680,051","26,566","10,527",315,0,0,"1,122",35,21,583,20,51,1,27,0,0,0,"544,419","18,020","9,074",27,21,0,949,77,383,16,"2,522",121,0,0,0,0,0,0,0,0,64,5,"32,614","6,371",66,0,0
Season 15,Soldier: 76,Damage,98,7,0,0,6,3,278,42,23,"116,462","19,266","8,230",52,28,8,190,32,12,92,13,7,0,4,0,"15,165","2,645","93,669","13,932","6,526",4,12,0,185,82,66,12,454,152,0,0,0,0,0,0,"9,116","1,959",5,1,"5,530",821,81,0,0
Season 15,Sombra,Damage,483,20,0,0,50,5,"2,131",95,33,"339,274","24,620","6,525",228,0,0,754,52,18,271,24,31,1,13,0,"22,530","1,887","288,965","18,497","5,726",13,18,0,857,96,241,18,"2,432",160,272,20,0,0,0,0,0,0,36,4,"23,390","3,749",66,0,0
Season 15,Symmetra,Damage,190,8,0,0,0,0,0,0,0,"153,448","13,743","6,121",65,0,0,303,27,13,113,11,13,0,9,0,"1,700",195,"123,476","11,564","4,754",9,13,0,335,46,86,11,873,106,0,0,0,0,0,0,0,0,14,3,"8,054","1,611",60,0,1
Season 15,Torbjörn,Damage,2,0,0,0,2,1,11,8,8,"10,331","8,533","6,083",4,0,0,7,5,5,5,4,1,0,0,0,0,0,"8,377","6,579","4,811",0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,452,109,29,0,0
Season 15,Tracer,Damage,8,0,0,0,3,2,336,124,122,"16,708","4,008","3,674",15,0,0,22,7,5,14,4,2,0,0,0,0,0,"14,836","4,008","3,674",0,5,0,60,22,12,4,65,22,0,0,0,0,0,0,"1,969",390,2,1,"1,275",76,23,0,1
Season 15,Venture,Damage,38,4,0,0,0,0,0,0,0,"29,169","8,842","3,297",25,0,0,64,22,8,24,9,4,0,3,0,0,0,"25,713","8,077","2,805",3,8,0,126,51,17,9,157,62,0,0,0,0,0,0,0,0,4,2,"2,294",242,42,0,1
Season 15,Widowmaker,Damage,45,5,0,0,41,10,124,27,10,"41,481","6,435","3,526",36,0,0,104,26,9,59,11,5,0,3,0,0,0,"36,407","6,025","2,864",3,9,0,8,4,23,5,206,90,0,0,1,40,60,12,0,0,17,3,"3,439",508,46,0,1
Season 15,Winston,Tank,79,5,0,0,0,0,0,0,0,"62,502","14,397","7,519",21,0,0,128,26,16,49,12,5,0,3,0,"1,744",783,"53,620","10,747","5,795",3,16,43,217,45,34,11,675,152,0,0,0,0,0,0,0,0,5,3,"2,899",712,60,0,1
Season 15,Wrecking Ball,Tank,2,1,0,0,0,0,16,11,9,"1,491","1,166",903,3,0,0,2,1,1,0,0,0,0,0,0,0,0,"1,261",936,673,0,1,0,10,6,0,0,10,6,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
Season 15,Zarya,Tank,19,7,0,0,0,0,0,0,0,"30,221","22,785","5,056",10,16,8,46,35,13,27,19,1,0,1,0,0,0,"22,178","16,856","3,372",1,13,0,128,116,19,17,385,312,1,1,0,0,0,0,0,0,2,1,"1,084",220,34,0,1
Season 15,Zenyatta,Support,8,10,0,0,0,0,10,9,4,"6,570","6,218","2,593",6,9,9,10,10,4,2,2,1,0,0,0,"6,732","6,478","5,021","4,668","2,193",0,4,0,7,7,2,2,96,96,7,6,0,0,0,0,200,200,1,1,480,117,34,0,0
Season 16,Ana,Support,90,29,0,0,0,0,0,0,0,"55,088","7,079","3,027",60,144,22,114,15,9,24,5,11,0,5,0,"126,285","16,679","42,415","4,575","1,985",5,9,0,108,34,44,9,"1,307",153,76,10,1,0,0,0,"2,409",382,2,1,"8,148","1,327",56,0,1
Season 16,Ashe,Damage,131,7,0,0,37,4,280,28,14,"202,732","19,430","10,325",103,0,0,275,29,18,144,18,14,0,6,0,0,0,"173,665","16,586","8,048",6,18,0,212,23,85,10,"1,302",165,0,0,1,37,236,22,0,0,18,3,"10,243","1,724",72,0,1
Season 16,Baptiste,Support,31,34,0,0,3,2,50,24,11,"13,174","5,621","2,446",16,88,36,50,21,7,19,7,4,0,3,1,"48,213","20,854","11,693","5,409","2,334",3,7,0,30,9,16,7,222,133,12,6,0,0,0,0,"2,634","1,169",0,0,"2,435",464,40,0,0
Season 16,Bastion,Damage,19,3,0,0,0,0,16,7,5,"23,130","10,810","6,804",8,0,0,32,20,14,13,11,1,0,1,0,0,0,"17,324","8,424","5,375",1,14,0,11,4,8,4,163,97,0,0,0,0,0,0,0,0,1,1,906,268,52,0,0
Season 16,Brigitte,Support,32,27,0,0,0,0,0,0,0,"27,134","6,138","2,260",34,119,34,49,18,8,17,8,8,0,5,0,"53,996","10,270","20,648","4,355","2,120",5,8,0,170,33,18,5,242,44,23,0,0,0,0,0,"5,804",0,1,1,"3,539",293,36,0,0
Season 16,Cassidy,Damage,265,6,0,0,54,4,370,22,18,"326,603","17,183","7,062",200,0,0,569,41,18,304,22,32,0,17,0,"3,423",299,"279,049","16,421","5,657",17,18,0,966,161,221,18,"2,042",180,0,0,0,0,0,0,0,0,43,7,"19,063","3,109",44,0,1
Season 16,Echo,Damage,0,0,0,0,0,0,2,2,2,549,549,549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
Season 16,Freja,Damage,0,0,0,0,0,0,0,0,0,"2,125","1,527","1,467",2,0,0,1,1,1,1,1,0,0,0,0,0,0,"1,885","1,377","1,317",0,1,0,5,4,0,0,11,6,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0
Season 16,Genji,Damage,12,1,0,0,0,0,21,19,4,"9,620","8,685","2,272",8,0,0,19,19,6,7,7,1,0,1,0,298,298,"8,150","7,371","1,693",1,6,0,27,26,3,3,37,30,0,0,0,0,0,0,0,0,0,0,644,66,32,0,0
Season 16,Hanzo,Damage,44,22,0,0,23,9,48,16,11,"53,357","20,928","7,049",22,0,0,94,49,17,50,23,4,0,2,0,0,0,"41,722","17,374","5,265",2,17,0,38,33,26,15,210,116,0,0,0,0,0,0,0,0,8,3,"2,880",540,54,0,0
Season 16,Illari,Support,11,10,0,0,1,1,15,10,5,"4,588","3,662","1,430",3,0,0,19,18,9,8,7,1,0,1,0,"11,846","7,876","4,320","3,445","1,332",1,9,0,1,1,6,6,1,1,1,1,0,0,0,0,676,439,2,1,647,75,15,578,0
Season 16,Juno,Support,85,25,0,0,0,0,0,0,0,"33,174","6,188","2,745",38,0,0,109,24,11,24,8,7,0,4,0,"84,066","20,347","24,181","4,808","1,978",4,11,0,271,129,35,6,473,129,0,0,0,0,0,0,0,0,3,2,"5,104",657,48,0,0
Season 16,Kiriko,Support,55,22,0,0,13,2,68,7,5,"40,719","3,736","2,940",63,173,19,89,17,6,34,4,12,0,5,0,"115,029","9,733","29,967","3,596","1,568",5,6,0,393,180,32,6,746,180,60,9,0,0,0,0,0,0,5,2,"7,134","1,003",58,0,0
Season 16,Lifeweaver,Support,5,11,0,0,0,0,22,22,22,811,715,715,4,13,11,6,6,6,1,1,1,0,1,0,"10,555","7,693",811,715,715,1,6,0,2,2,2,2,2,2,0,0,0,0,0,0,749,565,0,0,572,30,15,0,0
Season 16,Lúcio,Support,16,11,0,0,1,1,45,18,10,"13,302","4,811","1,603",17,28,11,32,14,7,15,7,3,0,1,0,"16,906","8,335","9,740","3,545","1,302",1,7,0,136,96,9,4,162,96,16,7,0,0,0,0,"3,925","1,794",0,0,"1,560",271,52,0,0
Season 16,Mei,Damage,24,4,0,0,0,0,0,0,0,"80,988","16,517","8,542",16,0,0,36,8,7,12,3,2,0,1,0,"2,101",426,"23,720","4,778","2,057",1,7,0,64,20,11,5,219,119,15,4,0,0,0,0,"2,101",426,1,1,"1,699",229,48,0,1
Season 16,Mercy,Support,1,13,0,0,0,0,3,2,2,160,100,100,12,31,11,1,1,1,0,0,2,0,0,0,"25,502","9,707",160,100,100,0,1,0,19,8,0,0,28,12,9,4,0,0,0,0,"1,670",944,0,0,"1,401",213,36,0,0
Season 16,Moira,Support,50,18,0,0,0,0,0,0,0,"39,306","10,628","5,517",33,72,20,74,20,8,24,7,5,0,2,0,"55,052","15,106","35,026","9,433","4,850",2,8,0,201,96,31,14,240,114,0,0,0,0,0,0,"11,774","4,200",2,1,"3,288",383,29,0,0
Season 16,Pharah,Damage,11,4,0,0,0,0,0,0,0,"22,464","5,703","5,011",12,0,0,29,11,7,18,9,2,0,1,0,0,0,"19,142","4,909","4,571",1,7,0,22,20,7,3,59,23,0,0,0,0,0,0,0,0,1,1,"1,105",195,43,0,1
Season 16,Reaper,Damage,19,0,0,0,4,2,249,131,66,"14,061","7,835","2,985",4,0,0,38,26,11,19,13,2,0,2,0,"2,265","1,509","11,710","7,022","2,948",2,11,0,77,57,11,9,169,93,0,0,0,0,0,0,"2,265","1,509",1,1,843,202,39,0,0
Season 16,Sojourn,Damage,167,0,0,0,7,2,"1,062",102,31,"193,612","19,104","7,263",119,0,0,323,36,13,156,17,17,0,7,0,0,0,"161,654","16,119","5,007",7,13,0,439,115,86,11,"1,312",144,0,0,0,0,0,0,0,0,22,5,"11,215","1,675",50,0,0
Season 16,Soldier: 76,Damage,102,7,0,0,11,2,367,36,22,"102,742","12,469","5,335",57,34,12,192,31,11,90,17,8,0,4,0,"15,339","1,556","95,322","10,804","5,221",4,11,0,74,16,44,7,278,106,0,0,0,0,0,0,"9,319",925,9,2,"5,846",858,41,0,1
Season 16,Sombra,Damage,16,4,0,0,2,1,80,30,24,"11,614","3,903","3,447",10,0,0,28,14,14,12,7,1,0,1,0,260,160,"10,564","3,461","3,005",1,14,0,26,13,12,8,30,14,10,4,0,0,0,0,0,0,0,0,764,95,29,0,1
Season 16,Symmetra,Damage,43,5,0,0,0,0,0,0,0,"46,699","9,605","5,187",32,0,0,77,17,9,34,11,4,0,2,0,107,34,"42,106","9,398","4,621",2,9,0,164,46,28,7,544,179,0,0,0,0,0,0,0,0,3,2,"3,007",589,46,0,1
Season 16,Tracer,Damage,124,0,0,0,9,2,"1,417",190,84,"89,751","11,230","6,102",53,0,0,210,33,13,86,14,11,0,6,0,0,0,"76,071","8,577","5,648",6,13,0,528,93,74,12,606,93,0,0,0,0,0,0,"9,895","1,622",19,4,"6,681","1,015",43,0,0
Season 16,Venture,Damage,3,1,0,0,0,0,0,0,0,"1,590","1,033",633,2,0,0,4,3,3,1,1,0,0,0,0,0,0,"1,438","1,013",613,0,3,0,25,17,3,3,27,19,0,0,0,0,0,0,0,0,0,0,177,9,9,0,1
Season 16,Widowmaker,Damage,5,2,0,0,4,2,10,3,3,"5,316","2,258","1,792",8,0,0,13,6,6,8,4,1,0,1,0,0,0,"5,107","2,049","1,583",1,6,0,1,1,2,2,5,4,0,0,1,4,7,3,0,0,3,2,606,55,24,0,1
Season 16,Zenyatta,Support,0,0,0,0,0,0,0,0,0,538,538,488,1,0,0,0,0,0,0,0,0,0,0,0,382,382,538,538,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
Season 17,Ana,Support,71,26,0,0,0,0,0,0,0,"31,958","5,666","2,518",39,120,23,88,17,9,17,5,8,0,6,0,"82,835","13,687","23,113","4,701","1,859",6,9,0,49,12,25,5,641,161,62,12,1,0,0,0,"1,417",333,4,3,"5,325",613,70,0,1
Season 17,Ashe,Damage,118,8,0,0,18,3,157,20,12,"129,797","17,928","5,760",75,0,0,231,30,11,113,17,11,1,5,0,0,0,"114,929","17,129","5,184",5,11,0,159,38,80,12,989,170,0,0,1,15,112,13,0,0,9,2,"7,169","1,090",81,0,1
Season 17,Baptiste,Support,17,17,0,0,1,1,21,9,5,"8,536","3,363","1,540",14,34,17,20,9,6,3,2,2,0,1,1,"20,370","8,113","5,984","2,488","1,388",1,6,0,13,12,7,5,73,62,2,2,0,0,0,0,"1,079",584,0,0,"1,486",67,31,0,0
Season 17,Bastion,Damage,7,0,0,0,0,0,26,26,26,"10,316","10,316","9,176",1,0,0,15,15,11,8,8,1,0,1,0,0,0,"8,901","8,901","7,762",1,11,0,5,5,2,2,5,5,0,0,0,0,0,0,0,0,0,0,393,98,22,0,0
Season 17,Brigitte,Support,19,30,0,0,0,0,0,0,0,"16,526","7,997","2,107",25,67,40,34,21,6,15,11,2,0,1,0,"36,506","17,526","12,440","5,525","1,787",1,6,0,118,78,13,7,306,254,16,0,0,0,0,0,"3,750",0,0,0,"2,252",267,52,0,0
Season 17,Cassidy,Damage,85,3,0,0,15,2,113,14,8,"104,064","11,425","5,632",69,0,0,160,21,13,75,9,10,0,4,0,"1,233",177,"88,327","9,710","4,268",4,13,0,247,82,72,11,496,118,0,0,0,0,0,0,0,0,13,2,"6,091",877,59,0,1
Season 17,D.Va,Tank,4,1,0,0,1,1,272,272,117,"7,762","7,762","3,082",4,0,0,9,9,5,5,5,1,0,0,0,869,869,"6,575","6,575","2,736",0,5,0,29,29,4,4,58,58,0,0,0,0,0,0,0,0,0,0,398,105,44,0,0
Season 17,Doomfist,Tank,53,9,0,0,11,5,638,178,90,"56,019","12,702","6,998",32,0,0,121,35,19,68,21,5,0,2,0,"1,951",538,"48,006","11,794","6,998",2,19,0,304,100,47,18,424,104,0,0,0,0,0,0,0,0,15,7,"3,296",674,45,0,0
Season 17,Genji,Damage,3,0,0,0,1,1,3,3,3,"2,317","2,317","1,394",4,0,0,4,4,2,1,1,0,0,0,0,0,0,"1,623","1,623",912,0,2,0,10,10,0,0,13,13,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0
Season 17,Hanzo,Damage,9,6,0,0,5,3,13,9,6,"16,535","9,407","4,563",10,0,0,21,11,4,12,6,1,0,0,0,0,0,"9,251","4,558","2,179",0,4,0,3,2,1,1,85,70,0,0,0,0,0,0,0,0,3,2,989,83,19,0,1
Season 17,Hazard,Tank,1,0,0,0,0,0,0,0,0,"6,205","6,205","3,034",2,0,0,3,3,2,2,2,0,0,0,0,0,0,"2,708","2,708","1,321",0,2,0,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0
Season 17,Illari,Support,5,2,0,0,0,0,4,4,4,"2,790","2,790","2,790",0,0,0,6,6,6,1,1,0,0,0,0,"3,466","3,466","1,756","1,756","1,756",0,6,0,1,1,2,2,1,1,0,0,0,0,0,0,240,240,0,0,240,15,15,655,0
Season 17,Junker Queen,Tank,4,4,0,0,1,1,62,62,26,"5,005","5,005","1,987",5,0,0,7,7,3,3,3,0,0,0,0,672,672,"4,709","4,709","1,887",0,3,0,24,24,3,3,30,30,0,0,0,0,0,0,629,629,0,0,286,36,20,0,0
Season 17,Junkrat,Damage,25,5,0,0,0,0,0,0,0,"30,073","11,635","6,776",14,0,0,43,21,7,18,11,2,0,2,0,0,0,"21,856","9,442","4,502",2,7,0,29,12,9,6,46,26,13,5,0,0,0,0,0,0,3,2,"1,518",193,28,0,0
Season 17,Juno,Support,21,24,0,0,0,0,0,0,0,"7,109","5,906","2,596",7,0,0,24,20,9,3,3,1,0,1,0,"18,692","14,769","4,426","3,831","1,862",1,9,0,4,3,10,9,41,27,0,0,0,0,0,0,0,0,0,0,923,132,31,0,0
Season 17,Kiriko,Support,1,12,0,0,0,0,0,0,0,917,917,917,0,14,14,4,4,4,3,3,0,0,0,0,"4,079","4,079",197,197,197,0,4,0,23,23,2,2,23,23,0,0,0,0,0,0,0,0,0,0,202,22,15,0,0
Season 17,Lifeweaver,Support,5,24,0,0,1,1,53,41,16,"3,306","2,598","1,601",13,41,25,9,6,3,4,3,2,0,0,0,"25,488","11,889","2,029","1,610",673,0,3,0,10,5,2,2,88,41,0,0,0,0,0,0,"1,775","1,159",1,1,"1,482",79,19,0,0
Season 17,Lúcio,Support,89,30,0,0,3,2,104,17,8,"39,818","6,992","3,979",52,108,22,117,28,10,25,5,9,0,5,0,"56,809","8,545","33,763","6,243","2,766",5,10,0,209,37,32,8,279,44,84,22,0,0,0,0,"10,427","1,518",1,1,"5,107",435,36,0,0
Season 17,Mei,Damage,9,3,0,0,0,0,0,0,0,"19,895","12,666","10,258",3,0,0,14,11,7,5,3,1,0,0,0,476,265,"4,868","2,809","1,677",0,7,0,14,9,3,2,14,9,4,3,0,0,0,0,476,265,2,2,428,65,35,0,1
Season 17,Mercy,Support,6,6,0,0,0,0,0,0,0,20,20,20,1,5,5,0,0,0,0,0,0,0,0,0,"2,370","2,370",20,20,20,0,0,0,1,1,0,0,13,13,2,2,0,0,0,0,15,15,0,0,177,53,38,0,0
Season 17,Moira,Support,21,17,0,0,0,0,0,0,0,"8,442","4,394","2,443",9,26,18,24,15,8,3,2,2,0,1,0,"21,117","13,287","7,995","4,048","2,443",1,8,0,45,22,8,6,69,41,0,0,0,0,0,0,"2,896","1,453",0,0,965,106,37,0,0
Season 17,Pharah,Damage,5,1,0,0,0,0,0,0,0,"11,352","6,916","4,605",6,0,0,14,10,9,9,7,1,0,0,0,0,0,"10,412","6,236","3,925",0,9,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,1,1,635,57,27,0,1
Season 17,Ramattra,Tank,23,6,0,0,1,1,302,244,68,"37,723","25,934","7,831",10,0,0,46,32,12,23,15,1,0,0,0,"2,417","2,296","30,023","22,213","5,756",0,12,0,184,145,20,13,346,307,5,5,0,0,0,0,0,0,1,1,"1,419",371,52,0,0
Season 17,Reaper,Damage,22,0,0,0,1,1,304,76,58,"18,229","4,706","2,698",13,0,0,34,12,8,12,3,2,0,1,0,"2,081",590,"12,068","3,213","1,902",1,8,0,71,35,14,7,267,90,0,0,0,0,0,0,"2,081",590,2,2,"1,223",97,15,0,0
Season 17,Reinhardt,Tank,1,0,0,0,0,0,0,0,0,"4,543","4,543","2,944",4,0,0,7,7,5,6,6,0,0,0,0,0,0,"4,543","4,543","2,944",0,5,0,14,14,3,3,14,14,0,0,0,0,0,0,0,0,0,0,260,35,20,0,0
Season 17,Roadhog,Tank,3,0,0,0,1,1,57,31,31,"5,533","3,245","2,289",3,0,0,5,5,5,2,2,0,0,0,0,"2,702","1,583","3,655","2,283","2,283",0,5,0,7,7,2,2,12,12,0,0,0,0,0,0,"2,702","1,583",0,0,229,30,30,0,0
Season 17,Sigma,Tank,10,5,0,0,0,0,0,0,0,"10,190","6,094","6,094",3,0,0,16,15,15,6,6,2,0,1,0,0,0,"8,518","5,629","5,629",1,15,0,32,23,6,6,68,45,5,0,0,0,0,0,0,0,0,0,493,111,48,0,1
Season 17,Sojourn,Damage,54,0,0,0,4,2,222,62,31,"50,183","13,051","6,029",23,0,0,88,20,12,34,8,4,0,0,0,0,0,"38,684","10,599","4,451",0,12,0,57,13,29,9,187,112,0,0,0,0,0,0,0,0,4,2,"2,592",402,43,0,1
Season 17,Soldier: 76,Damage,16,1,0,0,7,3,61,26,18,"20,863","11,340","6,113",9,4,2,30,15,7,14,6,2,0,1,0,"2,504",774,"15,328","7,091","4,254",1,7,0,6,5,10,5,41,40,0,0,0,0,0,0,"2,128",692,2,2,968,118,23,0,0
Season 17,Sombra,Damage,8,5,0,0,1,1,92,49,15,"18,037","6,911","2,725",16,0,0,17,7,4,9,3,2,0,0,0,655,244,"16,816","6,325","2,725",0,4,0,38,15,6,4,60,17,9,4,0,0,0,0,0,0,3,2,"1,531",112,21,0,0
Season 17,Symmetra,Damage,39,6,0,0,0,0,0,0,0,"36,761","10,301","6,153",12,0,0,67,21,14,28,8,3,1,2,0,563,280,"25,175","6,153","3,945",2,14,0,57,18,14,7,272,107,0,0,0,0,0,0,0,0,2,1,"1,836",385,40,0,1
Season 17,Tracer,Damage,63,0,0,0,8,5,762,140,58,"41,067","9,414","4,720",34,0,0,100,24,9,37,12,7,0,3,0,0,0,"34,375","6,727","2,465",3,9,0,127,28,27,6,164,29,0,0,0,0,0,0,"4,429",941,6,3,"3,419",306,40,0,1
Season 17,Venture,Damage,25,3,0,0,0,0,0,0,0,"22,342","14,303","3,096",14,0,0,42,25,6,16,12,2,0,1,0,0,0,"20,304","12,340","2,767",1,6,0,89,52,15,10,110,65,0,0,0,0,0,0,0,0,1,1,"1,430",206,32,0,0
Season 17,Widowmaker,Damage,1,0,0,0,1,1,1,1,1,"1,008","1,008","1,008",0,0,0,3,3,3,2,2,0,0,0,0,0,0,"1,008","1,008","1,008",0,3,0,1,1,2,2,1,1,0,0,1,1,1,1,0,0,0,0,107,0,0,0,0
Season 17,Winston,Tank,0,0,0,0,0,0,0,0,0,87,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
